logFC	logCPM	LR	PValue	status
chr6:31933320-31934482	 -1.769928	 6.3543	6.654e-01	0.414649	test
chr6:31933454-31934624	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31933473-31935358	  0.425316	 7.4470	4.160e-02	0.838385	test
chr6:31933608-31934843	  1.358084	 4.5789	3.961e-01	0.529090	test
chr6:31933654-31937127	 -6.368324	 2.5006	2.046e+00	0.152588	test
chr6:31933745-31934939	  1.501052	 5.6926	4.922e-01	0.482934	test
chr6:31933778-31935611	 -1.731747	 4.8138	6.018e-01	0.437907	test
chr6:31933832-31935042	  1.188962	 5.3181	3.113e-01	0.576907	test
chr6:31934203-31935156	 -0.815602	 7.6815	1.513e-01	0.697334	test
chr6:31934281-31935948	  0.092911	 7.1127	1.986e-03	0.964453	test
chr6:31934365-31935338	  0.937616	 5.6181	1.963e-01	0.657737	test
chr6:31934425-31937755	  3.395257	 5.8174	2.192e+00	0.138720	test
chr6:31934481-31935418	  0.196472	 5.4462	8.684e-03	0.925754	test
chr6:31934514-31936122	  1.863463	 5.2881	7.390e-01	0.389995	test
chr6:31934609-31935553	 -0.596199	 5.1574	7.806e-02	0.779943	test
chr6:31934788-31935675	  2.588658	 4.5465	1.336e+00	0.247764	test
chr6:31934851-31936245	  1.291398	 8.6337	3.745e-01	0.540552	test
chr6:31934909-31935806	 -0.018084	 5.2390	7.308e-05	0.993179	test
chr6:31934977-31938372	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31935033-31935944	 -1.434333	 5.9847	4.433e-01	0.505520	test
chr6:31935057-31936572	 -9.342924	 4.9659	5.203e+00	0.022552	test
chr6:31935150-31936081	  2.057604	 5.7750	8.960e-01	0.343864	test
chr6:31935300-31936191	 -0.379470	 4.8716	3.153e-02	0.859069	test
chr6:31935339-31936995	 -2.285694	 6.5046	1.069e+00	0.301254	test
chr6:31935418-31936341	  1.427216	 3.2023	4.051e-01	0.524485	test
chr6:31935493-31938891	 -5.032938	 1.6741	1.117e+00	0.290657	test
chr6:31935532-31936525	  7.677561	 3.2352	6.612e+00	0.010130	test
chr6:31935610-31937211	  0.895537	 3.3725	1.632e-01	0.686206	test
chr6:31935680-31936673	  0.363767	 6.4838	3.024e-02	0.861958	test
chr6:31935767-31936916	 -5.668901	 2.0399	1.515e+00	0.218417	test
chr6:31935806-31937428	  0.315269	 7.2598	2.286e-02	0.879810	test
chr6:31935944-31936960	  8.411705	 3.9399	7.628e+00	0.005747	test
chr6:31935994-31939823	 -0.723004	 6.2765	1.175e-01	0.731799	test
chr6:31936041-31937732	  1.942933	 4.9557	7.945e-01	0.372757	test
chr6:31936080-31937076	 -0.094957	 4.7198	1.977e-03	0.964535	test
chr6:31936190-31937188	  1.331371	 6.2585	3.930e-01	0.530747	test
chr6:31936244-31937973	  2.506165	 4.1930	1.247e+00	0.264174	test
chr6:31936318-31937380	  1.001763	 6.4383	2.259e-01	0.634607	test
chr6:31936494-31937554	  1.402858	 5.6012	4.314e-01	0.511284	test
chr6:31936569-31938213	 -7.510690	 3.3651	3.112e+00	0.077737	test
chr6:31936573-31940276	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:31936667-31937721	  1.358084	 4.5789	3.961e-01	0.529090	test
chr6:31936778-31937979	 -0.621366	 8.8335	8.875e-02	0.765777	test
chr6:31936935-31938079	 -0.766991	 6.6342	1.327e-01	0.715663	test
chr6:31936961-31938449	 -5.905540	 2.1893	1.684e+00	0.194443	test
chr6:31937069-31938181	 -1.263451	 6.2019	3.493e-01	0.554498	test
chr6:31937100-31940783	 -0.139201	 4.7426	4.248e-03	0.948031	test
chr6:31937187-31938346	  0.742917	 6.4533	1.252e-01	0.723442	test
chr6:31937194-31938741	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:31937379-31938410	 -6.588220	 2.6569	2.233e+00	0.135086	test
chr6:31937415-31939088	 -0.208865	 3.4887	8.758e-03	0.925440	test
chr6:31937491-31938558	 -6.588220	 2.6569	2.233e+00	0.135086	test
chr6:31937698-31938724	  1.258381	 5.7034	3.499e-01	0.554161	test
chr6:31937713-31939289	  0.282980	 6.7576	1.836e-02	0.892223	test
chr6:31937742-31941442	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31937910-31938852	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:31937985-31939746	 -5.534230	 1.9580	1.424e+00	0.232801	test
chr6:31938058-31939028	 -4.258260	 1.3033	7.374e-01	0.390505	test
chr6:31938184-31939191	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31938199-31939750	 -1.810178	 6.8764	7.008e-01	0.402519	test
chr6:31938292-31939313	  3.226918	 5.0028	1.988e+00	0.158528	test
chr6:31938371-31946836	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31938423-31939468	 -3.868136	 1.1489	5.868e-01	0.443655	test
chr6:31938444-31940074	 -0.423013	 6.3683	4.062e-02	0.840264	test
chr6:31938546-31939665	 -2.191766	 3.3961	7.761e-01	0.378328	test
chr6:31938725-31940261	  0.534676	 5.9594	6.476e-02	0.799127	test
chr6:31938736-31939730	  1.518249	 4.4022	4.889e-01	0.484423	test
chr6:31938844-31939819	 -7.831036	 3.6286	3.449e+00	0.063305	test
chr6:31938890-31947277	  0.174064	 5.9951	6.887e-03	0.933861	test
chr6:31939022-31939890	 -1.448069	 6.2285	4.541e-01	0.500414	test
chr6:31939044-31940611	 -0.153712	 4.9112	5.213e-03	0.942444	test
chr6:31939199-31940038	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31939274-31940860	  1.253478	 4.1722	3.337e-01	0.563473	test
chr6:31939312-31940160	 -2.604806	 6.2688	1.340e+00	0.247121	test
chr6:31939446-31940237	  2.642243	 5.7713	1.415e+00	0.234187	test
chr6:31939508-31941434	 -0.316295	 7.1979	2.296e-02	0.879559	test
chr6:31939554-31940337	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:31939654-31940560	  4.376647	 4.9926	3.280e+00	0.070150	test
chr6:31939733-31942714	  1.301873	 6.9239	3.782e-01	0.538589	test
chr6:31939736-31974177	 -8.925267	 4.5835	4.696e+00	0.030231	test
chr6:31939780-31940584	  0.063085	 4.2526	8.559e-04	0.976660	test
chr6:31939883-31940684	  7.415935	 2.9915	6.246e+00	0.012449	test
chr6:31939981-31940855	 -0.921778	 6.0694	1.887e-01	0.664011	test
chr6:31940068-31942896	  5.127409	 1.2992	2.965e+00	0.085105	test
chr6:31940132-31940969	 -0.408136	 6.8722	3.806e-02	0.845327	test
chr6:31940234-31941150	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31940273-31946646	  1.481709	 7.6805	4.872e-01	0.485197	test
chr6:31940275-31963884	 -2.201361	 5.4740	9.648e-01	0.325984	test
chr6:31940330-31941268	 -1.387328	 7.5885	4.262e-01	0.513854	test
chr6:31940475-31941376	 -1.926199	 4.5755	7.185e-01	0.396642	test
chr6:31940577-31941556	 -1.330505	 5.4692	3.781e-01	0.538604	test
chr6:31940625-31946721	  0.849205	 4.1265	1.543e-01	0.694415	test
chr6:31940692-31941764	  1.417501	 6.3846	4.441e-01	0.505142	test
chr6:31940782-32006924	 -1.244199	 4.7695	3.223e-01	0.570208	test
chr6:31940812-31941946	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31940856-31947222	  0.319188	 5.7219	2.304e-02	0.879346	test
chr6:31940957-31942683	  1.392657	 7.5046	4.321e-01	0.510977	test
chr6:31941062-31942685	 -1.434333	 5.9847	4.433e-01	0.505520	test
chr6:31941190-31942859	 -7.437106	 3.3057	3.036e+00	0.081420	test
chr6:31941354-31945898	 -2.087196	 5.0813	8.592e-01	0.353973	test
chr6:31941424-32011603	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31941428-31947498	 -4.401627	 6.1294	3.094e+00	0.078564	test
chr6:31941555-31946345	 -0.161198	 6.2851	5.920e-03	0.938671	test
chr6:31941776-31946611	  9.175494	 4.6905	8.673e+00	0.003230	test
chr6:31941945-31946645	  6.106623	 1.8954	4.372e+00	0.036527	test
chr6:31941947-31947938	 -9.291658	 4.9185	5.140e+00	0.023384	test
chr6:31942154-31946794	  0.221169	 6.2095	1.115e-02	0.915898	test
chr6:31942684-31947105	 -6.947454	 2.9230	2.558e+00	0.109757	test
chr6:31942859-31947207	 -0.353371	 5.6309	2.801e-02	0.867079	test
chr6:31942889-31974176	  0.481938	 7.5477	5.339e-02	0.817263	test
chr6:31942939-32014720	  0.054970	 6.1753	6.885e-04	0.979066	test
chr6:31944883-31947355	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:31946304-31947497	 -6.718160	 2.7516	2.348e+00	0.125462	test
chr6:31946357-31974188	  0.692837	 6.0634	1.086e-01	0.741783	test
chr6:31946473-31947754	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31946622-31947920	  0.126540	 4.4294	3.479e-03	0.952964	test
chr6:31946717-31977558	 -0.523847	 5.1151	6.034e-02	0.805963	test
chr6:31946739-31948120	 -1.315572	 6.0222	3.761e-01	0.539712	test
chr6:31946900-31948450	 -0.489702	 6.6339	5.455e-02	0.815334	test
chr6:31947220-31996622	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31947221-31978824	 -0.086127	 5.9886	1.684e-03	0.967269	test
chr6:31947282-32014897	  0.376544	 6.3427	3.234e-02	0.857278	test
chr6:31947338-31971860	  2.421778	 7.3488	1.222e+00	0.268947	test
chr6:31947413-31963866	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31947496-31973993	 -2.869339	 6.0245	1.569e+00	0.210312	test
chr6:31947696-31974011	 -0.546097	 8.4343	6.859e-02	0.793401	test
chr6:31947766-32006900	  2.874490	 3.9933	1.583e+00	0.208334	test
chr6:31947915-31974097	 -8.163151	 3.9101	3.813e+00	0.050862	test
chr6:31947951-32015397	  0.962781	 6.1615	2.083e-01	0.648082	test
chr6:31948059-31975461	 -0.646814	 5.8976	9.360e-02	0.759653	test
chr6:31948136-32011531	  0.422373	 5.0342	3.970e-02	0.842074	test
chr6:31948265-31977527	 -7.914741	 3.6988	3.539e+00	0.059939	test
chr6:31962174-31974096	  0.152977	 8.3911	5.416e-03	0.941332	test
chr6:31962175-32007624	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31962176-31975260	 -1.134878	 9.1037	2.910e-01	0.589607	test
chr6:31963858-32008574	 -1.916258	 6.0637	7.658e-01	0.381526	test
chr6:31963864-32014933	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:31963874-31975839	  1.252747	 6.9383	3.510e-01	0.553560	test
chr6:31972569-31980077	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31973994-31981188	  0.599967	 9.3003	8.294e-02	0.773348	test
chr6:31974171-32013998	 -0.846045	 8.8342	1.634e-01	0.686021	test
chr6:31977533-32005891	 -0.282262	10.4221	1.848e-02	0.891882	test
chr6:31977534-31996292	 -2.096189	 6.8260	9.190e-01	0.337739	test
chr6:31977557-32014548	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:31978761-32006725	 -1.410382	 7.1257	4.379e-01	0.508117	test
chr6:31978771-31996609	 -1.889353	 6.6631	7.563e-01	0.384485	test
chr6:31978821-32016647	 -1.533675	 6.6686	5.108e-01	0.474794	test
chr6:31978823-32014718	 -7.831036	 3.6286	3.449e+00	0.063305	test
chr6:31979998-32006740	 -1.521728	 7.6863	5.093e-01	0.475454	test
chr6:31980776-32006905	 -1.534001	 8.8976	5.206e-01	0.470596	test
chr6:31981215-32007316	 -0.577920	 4.3510	7.066e-02	0.790384	test
chr6:32004597-32010261	 -7.647475	 3.4766	3.254e+00	0.071263	test
chr6:32005921-32011518	 -9.759923	 5.3552	5.720e+00	0.016768	test
chr6:32006725-32011675	 -0.678267	 5.0448	1.003e-01	0.751507	test
chr6:32006824-32015249	  1.144393	 6.4289	2.932e-01	0.588207	test
chr6:32006904-32013630	 -0.537295	 8.9857	6.652e-02	0.796478	test
chr6:32006905-32016707	 -8.593959	 4.2865	4.305e+00	0.038004	test
chr6:32007313-32013932	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32007584-32014466	 -9.066167	 4.7116	4.865e+00	0.027399	test
chr6:32008196-32014509	  2.211124	 4.2445	9.923e-01	0.319174	test
chr6:32009352-32014652	 -1.852448	 6.1618	7.211e-01	0.395777	test
chr6:32011517-32014896	 -0.159800	 6.6008	5.841e-03	0.939081	test
chr6:32011523-32015554	  0.317647	 3.8929	2.132e-02	0.883918	test
chr6:32011580-32018987	  2.349260	 6.7622	1.153e+00	0.282862	test
chr6:32011679-32015085	 -4.565031	 1.4400	8.742e-01	0.349789	test
chr6:32012931-32015177	 -6.445407	 2.5548	2.111e+00	0.146278	test
chr6:32013916-32015319	  2.294271	 6.3268	1.101e+00	0.293981	test
chr6:32013960-32016030	  1.108752	 6.1583	2.748e-01	0.600103	test
chr6:32013999-32022903	 -2.672839	 7.5793	1.440e+00	0.230166	test
chr6:32014206-32015418	 -1.693145	 5.5461	5.983e-01	0.439244	test
chr6:32014470-32015543	  1.470063	 4.7797	4.646e-01	0.495483	test
chr6:32014514-32016308	  0.367418	 4.8060	2.983e-02	0.862874	test
chr6:32014647-32015664	  2.278246	 3.0025	9.784e-01	0.322591	test
chr6:32014709-32016646	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32014728-32026222	  0.651841	 6.9853	9.703e-02	0.755426	test
chr6:32014876-32015932	  0.065947	 7.2703	1.002e-03	0.974751	test
chr6:32014932-32016929	  0.966481	 7.0790	2.115e-01	0.645607	test
chr6:32015068-32016035	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32015165-32016216	  0.096858	 4.2364	2.017e-03	0.964177	test
chr6:32015250-32027517	 -1.221711	 8.3789	3.350e-01	0.562736	test
chr6:32015259-32018977	  2.483150	 5.7482	1.265e+00	0.260660	test
chr6:32015294-32016289	  2.671430	 8.2283	1.461e+00	0.226694	test
chr6:32015408-32016616	  0.581771	 5.7515	7.637e-02	0.782282	test
chr6:32015516-32016723	 -7.437106	 3.3057	3.036e+00	0.081420	test
chr6:32015544-32021028	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32015649-32016900	  4.511024	 5.3052	3.456e+00	0.063012	test
chr6:32015871-32017023	 -0.170246	 5.5318	6.511e-03	0.935686	test
chr6:32015948-32022903	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32016014-32017627	 -1.415826	 6.7403	4.390e-01	0.507623	test
chr6:32016093-32029029	 -0.429576	 6.9269	4.217e-02	0.837306	test
chr6:32016183-32018091	 -0.358019	 6.7084	2.926e-02	0.864171	test
chr6:32016217-32023145	 -0.889449	 6.7698	1.779e-01	0.673169	test
chr6:32016288-32018576	 -0.416780	 6.4250	3.947e-02	0.842515	test
chr6:32016604-32023539	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32016615-32018884	 -0.299525	 4.9889	1.978e-02	0.888158	test
chr6:32016686-32029564	 -9.804496	 5.3972	5.776e+00	0.016242	test
chr6:32016722-32018895	 -7.647475	 3.4766	3.254e+00	0.071263	test
chr6:32016908-32019056	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32016928-32025642	  4.152912	 5.5355	3.044e+00	0.081025	test
chr6:32017016-32019210	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32017624-32019726	  0.367418	 4.8060	2.983e-02	0.862874	test
chr6:32017784-32020284	  3.196942	 7.4967	1.998e+00	0.157511	test
chr6:32018186-32020381	 -0.088319	 8.3412	1.805e-03	0.966111	test
chr6:32018635-32020805	  2.114566	 6.2231	9.468e-01	0.330540	test
chr6:32018892-32020859	 -0.145340	 4.5644	4.594e-03	0.945959	test
chr6:32018978-32032417	 -1.830479	 5.6491	6.943e-01	0.404713	test
chr6:32018982-32026162	 -0.331091	 4.6633	2.382e-02	0.877336	test
chr6:32019015-32021004	 -1.367744	 3.6654	3.502e-01	0.554011	test
chr6:32019117-32021459	 -0.760687	 8.1779	1.322e-01	0.716193	test
chr6:32019725-32021979	 -6.588220	 2.6569	2.233e+00	0.135086	test
chr6:32019948-32022492	 -1.550735	 5.4418	5.053e-01	0.477178	test
chr6:32020332-32022686	 -0.410480	 6.3612	3.826e-02	0.844922	test
chr6:32020615-32022796	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32020812-32022842	  0.591149	 6.3446	7.946e-02	0.778026	test
chr6:32020895-32026182	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:32020965-32022984	  3.209005	 5.0776	1.972e+00	0.160250	test
chr6:32021156-32023051	  1.222849	 5.0515	3.270e-01	0.567429	test
chr6:32021973-32023218	 -1.881992	 4.9251	7.058e-01	0.400842	test
chr6:32022199-32023414	 -1.975543	 4.6124	7.541e-01	0.385180	test
chr6:32022540-32023518	 -1.039714	 5.0894	2.317e-01	0.630265	test
chr6:32022705-32024039	  1.758537	 6.8051	6.728e-01	0.412070	test
chr6:32022806-32024685	  4.716697	 8.5268	3.780e+00	0.051858	test
chr6:32022902-32026523	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32022902-32032432	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32022927-32025279	  1.458814	 4.8863	4.590e-01	0.498097	test
chr6:32023041-32025611	  0.741074	 5.6893	1.234e-01	0.725373	test
chr6:32023109-32027359	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32023190-32025733	  5.915986	 5.7060	5.189e+00	0.022736	test
chr6:32023382-32026161	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32023415-32027515	 -0.717016	 4.6772	1.100e-01	0.740121	test
chr6:32023496-32026330	 -0.656568	 5.9940	9.660e-02	0.755949	test
chr6:32024038-32026522	  1.814765	 4.1825	6.830e-01	0.408568	test
chr6:32024096-32027632	 -2.064515	 5.0638	8.416e-01	0.358941	test
chr6:32024361-32026756	  0.967070	 5.7366	2.090e-01	0.647547	test
chr6:32024684-32026803	  2.549502	 8.5468	1.345e+00	0.246163	test
chr6:32025588-32027352	  2.284843	 5.8731	1.089e+00	0.296777	test
chr6:32025645-32028936	  0.317994	 4.1343	2.169e-02	0.882926	test
chr6:32025691-32027465	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32026160-32027597	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32026180-32029006	 -5.534230	 1.9580	1.424e+00	0.232801	test
chr6:32026197-32033046	 -0.154059	 6.7332	5.437e-03	0.941223	test
chr6:32026313-32027694	 -0.181503	 3.8412	6.842e-03	0.934079	test
chr6:32026412-32029560	 -2.575914	 6.0300	1.303e+00	0.253619	test
chr6:32026461-32028155	 -4.762301	 5.5232	3.285e+00	0.069933	test
chr6:32026657-32028149	 -0.252313	 5.4721	1.426e-02	0.904950	test
chr6:32026802-32028458	 -0.184702	 7.0587	7.835e-03	0.929467	test
chr6:32026804-32030312	 -9.522642	 5.1328	5.425e+00	0.019856	test
chr6:32027333-32028833	  0.650710	 3.4641	8.685e-02	0.768218	test
chr6:32027391-32031256	 -2.537249	 4.5150	1.157e+00	0.282190	test
chr6:32027458-32028991	 -7.859480	 3.6524	3.479e+00	0.062143	test
chr6:32027516-32035371	 -2.079931	 6.0274	8.892e-01	0.345706	test
chr6:32027564-32029132	 -9.102320	 4.7446	4.909e+00	0.026714	test
chr6:32027616-32031630	 -3.166549	 4.1372	1.575e+00	0.209428	test
chr6:32027681-32029539	 -1.707551	 6.3072	6.215e-01	0.430491	test
chr6:32027769-32029925	 -2.468360	 0.7611	2.268e-01	0.633883	test
chr6:32028161-32030290	  1.135088	 6.8970	2.895e-01	0.590523	test
chr6:32028169-32031922	  2.468105	 4.0532	1.206e+00	0.272027	test
chr6:32028334-32030311	 -0.157991	 5.5253	5.608e-03	0.940305	test
chr6:32028832-32031220	 -0.273247	 6.0152	1.691e-02	0.896538	test
chr6:32028963-32031252	  1.106638	 5.2638	2.702e-01	0.603213	test
chr6:32028992-32032416	  5.421873	 7.4056	4.650e+00	0.031054	test
chr6:32029011-32036694	 -1.463985	 5.3795	4.521e-01	0.501331	test
chr6:32029089-32031415	  1.253082	 5.0423	3.429e-01	0.558161	test
chr6:32029552-32031580	  1.253478	 4.1722	3.337e-01	0.563473	test
chr6:32029553-32032942	  0.787512	 5.4548	1.386e-01	0.709651	test
chr6:32029563-32037349	 -7.049741	 3.0011	2.654e+00	0.103266	test
chr6:32029924-32031819	 -8.413885	 4.1278	4.097e+00	0.042967	test
chr6:32030021-32035256	  5.943345	 3.9615	4.955e+00	0.026010	test
chr6:32030087-32031915	 -0.367254	 5.0262	2.972e-02	0.863136	test
chr6:32030297-32032348	 -5.220064	 1.7761	1.225e+00	0.268312	test
chr6:32030341-32036614	  2.775410	 7.4047	1.561e+00	0.211554	test
chr6:32030546-32032407	  0.270134	 6.0737	1.660e-02	0.897478	test
chr6:32031236-32032580	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32031378-32032888	 -0.616356	 6.9051	8.638e-02	0.768833	test
chr6:32031577-32032989	 -5.032938	 1.6741	1.117e+00	0.290657	test
chr6:32031629-32036643	 -0.673317	 7.1916	1.032e-01	0.748038	test
chr6:32031640-32038536	  0.080669	 6.7774	1.493e-03	0.969176	test
chr6:32031820-32036852	 -0.264881	 6.1518	1.593e-02	0.899568	test
chr6:32031825-32033331	 -8.068856	 3.8294	3.708e+00	0.054153	test
chr6:32031911-32034384	 -0.033569	 3.4011	2.260e-04	0.988006	test
chr6:32032291-32035016	  0.035248	 6.2983	2.836e-04	0.986565	test
chr6:32032395-32035212	  4.874293	 5.9651	3.925e+00	0.047561	test
chr6:32032408-32037348	 -0.402086	 7.1067	3.702e-02	0.847421	test
chr6:32032431-32039156	 -6.368324	 2.5006	2.046e+00	0.152588	test
chr6:32032568-32035358	 -3.598482	 6.6666	2.335e+00	0.126514	test
chr6:32032887-32035802	 -7.711292	 3.5291	3.321e+00	0.068404	test
chr6:32032889-32037627	  1.414551	 4.9953	4.335e-01	0.510259	test
chr6:32032955-32040127	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32032988-32035804	 -0.068713	 7.2232	1.087e-03	0.973702	test
chr6:32033324-32036187	  3.791777	 7.2007	2.659e+00	0.102941	test
chr6:32033893-32036495	  7.677561	 3.2352	6.612e+00	0.010130	test
chr6:32034390-32036601	 -0.053646	 6.1065	6.547e-04	0.979587	test
chr6:32035183-32036682	 -0.095245	 7.4052	2.090e-03	0.963534	test
chr6:32035251-32038421	  1.131172	 7.6465	2.886e-01	0.591089	test
chr6:32035257-32041514	  1.674529	 4.6147	5.942e-01	0.440809	test
chr6:32035357-32036821	 -0.728099	 5.6353	1.175e-01	0.731749	test
chr6:32035458-32036979	 -0.782817	 5.4159	1.347e-01	0.713628	test
chr6:32035803-32037137	 -1.085502	 7.1583	2.639e-01	0.607444	test
chr6:32035878-32038543	 -6.108778	 2.3229	1.838e+00	0.175228	test
chr6:32035974-32037198	  0.442727	 4.0801	4.194e-02	0.837730	test
chr6:32036181-32037324	  1.497499	 8.8173	4.985e-01	0.480160	test
chr6:32036580-32037630	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32036631-32038728	  1.363268	 7.3375	4.143e-01	0.519776	test
chr6:32036668-32037698	 -1.427855	 5.9801	4.395e-01	0.507381	test
chr6:32036670-32042360	 -0.851996	 6.3574	1.625e-01	0.686833	test
chr6:32036797-32037839	 -1.260279	 4.7804	3.305e-01	0.565343	test
chr6:32036851-32039056	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32036911-32038014	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32037031-32038230	 -8.593959	 4.2865	4.305e+00	0.038004	test
chr6:32037196-32038388	 -6.108778	 2.3229	1.838e+00	0.175228	test
chr6:32037275-32039982	 -5.792067	 2.1168	1.601e+00	0.205727	test
chr6:32037333-32038489	  0.114335	 5.1741	2.920e-03	0.956908	test
chr6:32037335-32042857	 -7.319175	 3.2116	2.917e+00	0.087626	test
chr6:32037545-32038655	  1.373722	 5.7833	4.153e-01	0.519281	test
chr6:32037617-32040859	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:32037676-32038714	  0.730107	 3.9642	1.133e-01	0.736463	test
chr6:32037824-32038961	 -7.145254	 3.0750	2.746e+00	0.097483	test
chr6:32037979-32039147	 -1.854695	 5.2061	6.979e-01	0.403477	test
chr6:32038059-32041456	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32038188-32039234	 -5.792067	 2.1168	1.601e+00	0.205727	test
chr6:32038332-32039810	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32038488-32039857	  0.092003	 6.8469	1.943e-03	0.964837	test
chr6:32038506-32042337	  1.001399	 5.1230	2.213e-01	0.638034	test
chr6:32038535-32044052	 -0.187814	 7.7410	8.137e-03	0.928124	test
chr6:32038600-32039954	 -0.033865	 6.6713	2.628e-04	0.987066	test
chr6:32038706-32042845	 -1.678636	 6.8573	6.080e-01	0.435559	test
chr6:32038727-32040115	  1.510395	 3.4681	4.620e-01	0.496673	test
chr6:32038960-32040835	  1.022908	 3.8586	2.201e-01	0.638957	test
chr6:32038962-32043327	 -0.246666	 8.3100	1.406e-02	0.905611	test
chr6:32039081-32041042	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32039151-32047810	 -7.742173	 3.5547	3.354e+00	0.067056	test
chr6:32039232-32041255	  8.548823	 4.0738	7.816e+00	0.005178	test
chr6:32039673-32041325	 -1.241980	 5.4080	3.307e-01	0.565275	test
chr6:32039842-32041416	 -9.090369	 4.7337	4.895e+00	0.026939	test
chr6:32039938-32041642	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32039955-32043742	 -0.172343	 9.0398	6.882e-03	0.933884	test
chr6:32040113-32042128	  0.367418	 4.8060	2.983e-02	0.862874	test
chr6:32040126-32048806	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32040829-32042336	  0.761666	 6.1387	1.311e-01	0.717279	test
chr6:32040852-32043989	 -0.712477	 6.8689	1.150e-01	0.734485	test
chr6:32040919-32042756	 -0.824009	 5.5739	1.496e-01	0.698870	test
chr6:32041150-32042823	 -8.978109	 4.6314	4.759e+00	0.029138	test
chr6:32041262-32042963	 -0.232546	 6.3809	1.232e-02	0.911606	test
chr6:32041415-32043247	 -0.883752	 5.7328	1.724e-01	0.677983	test
chr6:32041419-32044382	  0.260148	 5.1060	1.510e-02	0.902215	test
chr6:32041457-32048839	  0.435557	 5.3394	4.254e-02	0.836592	test
chr6:32041531-32043526	  0.743937	 6.2853	1.253e-01	0.723308	test
chr6:32042100-32043565	  2.530410	 5.7877	1.310e+00	0.252456	test
chr6:32042167-32045310	 -0.173031	 5.8854	6.776e-03	0.934395	test
chr6:32042329-32043687	  0.138883	 5.4733	4.341e-03	0.947466	test
chr6:32042357-32049350	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:32042447-32043949	  1.415038	 6.4205	4.428e-01	0.505792	test
chr6:32042783-32044051	 -0.119416	 7.8690	3.293e-03	0.954236	test
chr6:32042841-32045325	 -0.042651	 4.5120	3.956e-04	0.984131	test
chr6:32042846-32051024	  1.064885	 5.0053	2.491e-01	0.617721	test
chr6:32042975-32044314	 -0.808197	 7.1551	1.480e-01	0.700493	test
chr6:32043071-32046518	 -9.504745	 5.1161	5.402e+00	0.020110	test
chr6:32043246-32044379	  1.715759	 6.5388	6.410e-01	0.423346	test
chr6:32043365-32044871	 -8.394576	 4.1108	4.075e+00	0.043533	test
chr6:32043527-32045150	  0.177531	 6.3847	7.202e-03	0.932370	test
chr6:32043614-32047212	 -6.999504	 2.9626	2.607e+00	0.106415	test
chr6:32043677-32045321	  0.579771	 4.2301	7.250e-02	0.787732	test
chr6:32043756-32051050	 -1.820045	 3.1408	5.380e-01	0.463259	test
